"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISL","Iceland","YGTT07L1_ST","Labour force","A","Annual","2008","2008",,,"0","Units",,,182.425,,
"ISL","Iceland","YGTT07L1_ST","Labour force","A","Annual","2009","2009",,,"0","Units",,,179.175,,
"ISL","Iceland","YGTT07L1_ST","Labour force","A","Annual","2010","2010",,,"0","Units",,,179.325,,
"ISL","Iceland","YGTT07L1_ST","Labour force","A","Annual","2011","2011",,,"0","Units",,,178.55,,
"ISL","Iceland","YGTT07L1_ST","Labour force","A","Annual","2012","2012",,,"0","Units",,,178.625,,
"ISL","Iceland","YGTT07L1_ST","Labour force","A","Annual","2013","2013",,,"0","Units",,,183.1,,
"ISL","Iceland","YGTT07L1_ST","Labour force","A","Annual","2014","2014",,,"0","Units",,,186.75,,
"ISL","Iceland","YGTT07L1_ST","Labour force","A","Annual","2015","2015",,,"0","Units",,,191.25,,
"ISL","Iceland","YGTT07L1_ST","Labour force","A","Annual","2016","2016",,,"0","Units",,,196.3,,
"ISL","Iceland","YGTT07L1_ST","Labour force","A","Annual","2017","2017",,,"0","Units",,,199.325,,
"ISL","Iceland","YGTT07L1_ST","Labour force","A","Annual","2018","2018",,,"0","Units",,,203.875,,
"ISL","Iceland","YGFE07L1_ST","Labour force females","A","Annual","2005","2005",,,"0","Units",,,76.75,,
"ISL","Iceland","YGFE07L1_ST","Labour force females","A","Annual","2006","2006",,,"0","Units",,,79.1,,
"ISL","Iceland","YGFE07L1_ST","Labour force females","A","Annual","2007","2007",,,"0","Units",,,81.5,"B","Break"
"ISL","Iceland","YGFE07L1_ST","Labour force females","A","Annual","2008","2008",,,"0","Units",,,82.825,,
"ISL","Iceland","YGFE07L1_ST","Labour force females","A","Annual","2009","2009",,,"0","Units",,,83.475,,
"ISL","Iceland","YGFE07L1_ST","Labour force females","A","Annual","2010","2010",,,"0","Units",,,85.025,,
"ISL","Iceland","YGFE07L1_ST","Labour force females","A","Annual","2011","2011",,,"0","Units",,,84.9,,
"ISL","Iceland","YGFE07L1_ST","Labour force females","A","Annual","2012","2012",,,"0","Units",,,85.325,,
"ISL","Iceland","YGFE07L1_ST","Labour force females","A","Annual","2013","2013",,,"0","Units",,,87.2,,
"ISL","Iceland","YGFE07L1_ST","Labour force females","A","Annual","2014","2014",,,"0","Units",,,89.175,,
"ISL","Iceland","YGFE07L1_ST","Labour force females","A","Annual","2015","2015",,,"0","Units",,,91.25,,
"ISL","Iceland","YGFE07L1_ST","Labour force females","A","Annual","2016","2016",,,"0","Units",,,92.025,,
"ISL","Iceland","YGFE07L1_ST","Labour force females","A","Annual","2017","2017",,,"0","Units",,,92.6,,
"ISL","Iceland","YGFE07L1_ST","Labour force females","A","Annual","2018","2018",,,"0","Units",,,93.9,,
"ISL","Iceland","YGMA07L1_ST","Labour force males","A","Annual","2005","2005",,,"0","Units",,,87.275,,
"ISL","Iceland","YGMA07L1_ST","Labour force males","A","Annual","2006","2006",,,"0","Units",,,93.625,,
"ISL","Iceland","YGMA07L1_ST","Labour force males","A","Annual","2007","2007",,,"0","Units",,,98.075,"B","Break"
"ISL","Iceland","YGMA07L1_ST","Labour force males","A","Annual","2008","2008",,,"0","Units",,,99.6,,
"ISL","Iceland","YGMA07L1_ST","Labour force males","A","Annual","2009","2009",,,"0","Units",,,95.7,,
"ISL","Iceland","YGMA07L1_ST","Labour force males","A","Annual","2010","2010",,,"0","Units",,,94.325,,
"ISL","Iceland","YGMA07L1_ST","Labour force males","A","Annual","2011","2011",,,"0","Units",,,93.675,,
"ISL","Iceland","YGMA07L1_ST","Labour force males","A","Annual","2012","2012",,,"0","Units",,,93.3,,
"ISL","Iceland","YGMA07L1_ST","Labour force males","A","Annual","2013","2013",,,"0","Units",,,95.85,,
"ISL","Iceland","YGMA07L1_ST","Labour force males","A","Annual","2014","2014",,,"0","Units",,,97.6,,
"ISL","Iceland","YGMA07L1_ST","Labour force males","A","Annual","2015","2015",,,"0","Units",,,100,,
"ISL","Iceland","YGMA07L1_ST","Labour force males","A","Annual","2016","2016",,,"0","Units",,,104.3,,
"ISL","Iceland","YGMA07L1_ST","Labour force males","A","Annual","2017","2017",,,"0","Units",,,106.775,,
"ISL","Iceland","YGMA07L1_ST","Labour force males","A","Annual","2018","2018",,,"0","Units",,,109.95,,
"ISL","Iceland","YGTT08L1_ST","Employment","A","Annual","2005","2005",,,"0","Units",,,159.85,,
"ISL","Iceland","YGTT08L1_ST","Employment","A","Annual","2006","2006",,,"0","Units",,,167.825,,
"ISL","Iceland","YGTT08L1_ST","Employment","A","Annual","2007","2007",,,"0","Units",,,175.525,"B","Break"
"ISL","Iceland","YGTT08L1_ST","Employment","A","Annual","2008","2008",,,"0","Units",,,177.05,,
"ISL","Iceland","YGTT08L1_ST","Employment","A","Annual","2009","2009",,,"0","Units",,,166.225,,
"ISL","Iceland","YGTT08L1_ST","Employment","A","Annual","2010","2010",,,"0","Units",,,165.75,,
"ISL","Iceland","YGTT08L1_ST","Employment","A","Annual","2011","2011",,,"0","Units",,,165.975,,
"ISL","Iceland","YGTT08L1_ST","Employment","A","Annual","2012","2012",,,"0","Units",,,167.9,,
"ISL","Iceland","YGTT08L1_ST","Employment","A","Annual","2013","2013",,,"0","Units",,,173.225,,
"ISL","Iceland","YGTT08L1_ST","Employment","A","Annual","2014","2014",,,"0","Units",,,177.625,,
"ISL","Iceland","YGTT08L1_ST","Employment","A","Annual","2015","2015",,,"0","Units",,,183.65,,
"ISL","Iceland","YGTT08L1_ST","Employment","A","Annual","2016","2016",,,"0","Units",,,190.475,,
"ISL","Iceland","YGTT08L1_ST","Employment","A","Annual","2017","2017",,,"0","Units",,,193.9,,
"ISL","Iceland","YGTT08L1_ST","Employment","A","Annual","2018","2018",,,"0","Units",,,198.325,,
"ISL","Iceland","YGFE08L1_ST","Employment females","A","Annual","2005","2005",,,"0","Units",,,74.825,,
"ISL","Iceland","YGFE08L1_ST","Employment females","A","Annual","2006","2006",,,"0","Units",,,76.65,,
"ISL","Iceland","YGFE08L1_ST","Employment females","A","Annual","2007","2007",,,"0","Units",,,79.65,"B","Break"
"ISL","Iceland","YGFE08L1_ST","Employment females","A","Annual","2008","2008",,,"0","Units",,,80.675,,
"ISL","Iceland","YGFE08L1_ST","Employment females","A","Annual","2009","2009",,,"0","Units",,,78.725,,
"ISL","Iceland","YGFE08L1_ST","Employment females","A","Annual","2010","2010",,,"0","Units",,,79.275,,
"ISL","Iceland","YGFE08L1_ST","Employment females","A","Annual","2011","2011",,,"0","Units",,,79.6,,
"ISL","Iceland","YGFE08L1_ST","Employment females","A","Annual","2012","2012",,,"0","Units",,,80.45,,
"ISL","Iceland","YGFE08L1_ST","Employment females","A","Annual","2013","2013",,,"0","Units",,,82.775,,
"ISL","Iceland","YGFE08L1_ST","Employment females","A","Annual","2014","2014",,,"0","Units",,,84.9,,
"ISL","Iceland","YGFE08L1_ST","Employment females","A","Annual","2015","2015",,,"0","Units",,,87.55,,
"ISL","Iceland","YGFE08L1_ST","Employment females","A","Annual","2016","2016",,,"0","Units",,,89.25,,
"ISL","Iceland","YGFE08L1_ST","Employment females","A","Annual","2017","2017",,,"0","Units",,,90.1,,
"ISL","Iceland","YGFE08L1_ST","Employment females","A","Annual","2018","2018",,,"0","Units",,,91.55,,
"ISL","Iceland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2005","2005",,,"0","Units",,,46.80951,,
"ISL","Iceland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2006","2006",,,"0","Units",,,45.67258,,
"ISL","Iceland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2007","2007",,,"0","Units",,,45.37815,"B","Break"
"ISL","Iceland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2008","2008",,,"0","Units",,,45.56622,,
"ISL","Iceland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2009","2009",,,"0","Units",,,47.3605,,
"ISL","Iceland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2010","2010",,,"0","Units",,,47.82805,,
"ISL","Iceland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2011","2011",,,"0","Units",,,47.95903,,
"ISL","Iceland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2012","2012",,,"0","Units",,,47.91542,,
"ISL","Iceland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2013","2013",,,"0","Units",,,47.78467,,
"ISL","Iceland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2014","2014",,,"0","Units",,,47.79733,,
"ISL","Iceland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2015","2015",,,"0","Units",,,47.6722,,
"ISL","Iceland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2016","2016",,,"0","Units",,,46.85654,,
"ISL","Iceland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2017","2017",,,"0","Units",,,46.46725,,
"ISL","Iceland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2018","2018",,,"0","Units",,,46.1616,,
"ISL","Iceland","YGMA08L1_ST","Employment males","A","Annual","2005","2005",,,"0","Units",,,85.025,,
"ISL","Iceland","YGMA08L1_ST","Employment males","A","Annual","2006","2006",,,"0","Units",,,91.175,,
"ISL","Iceland","YGMA08L1_ST","Employment males","A","Annual","2007","2007",,,"0","Units",,,95.9,"B","Break"
"ISL","Iceland","YGMA08L1_ST","Employment males","A","Annual","2008","2008",,,"0","Units",,,96.375,,
"ISL","Iceland","YGMA08L1_ST","Employment males","A","Annual","2009","2009",,,"0","Units",,,87.525,,
"ISL","Iceland","YGMA08L1_ST","Employment males","A","Annual","2010","2010",,,"0","Units",,,86.475,,
"ISL","Iceland","YGMA08L1_ST","Employment males","A","Annual","2011","2011",,,"0","Units",,,86.375,,
"ISL","Iceland","YGMA08L1_ST","Employment males","A","Annual","2012","2012",,,"0","Units",,,87.425,,
"ISL","Iceland","YGMA08L1_ST","Employment males","A","Annual","2013","2013",,,"0","Units",,,90.45,,
"ISL","Iceland","YGMA08L1_ST","Employment males","A","Annual","2014","2014",,,"0","Units",,,92.7,,
"ISL","Iceland","YGMA08L1_ST","Employment males","A","Annual","2015","2015",,,"0","Units",,,96.075,,
"ISL","Iceland","YGMA08L1_ST","Employment males","A","Annual","2016","2016",,,"0","Units",,,101.225,,
"ISL","Iceland","YGMA08L1_ST","Employment males","A","Annual","2017","2017",,,"0","Units",,,103.825,,
"ISL","Iceland","YGMA08L1_ST","Employment males","A","Annual","2018","2018",,,"0","Units",,,106.825,,
"ISL","Iceland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2005","2005",,,"0","Units",,,53.19049,,
"ISL","Iceland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2006","2006",,,"0","Units",,,54.32742,,
"ISL","Iceland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2007","2007",,,"0","Units",,,54.63609,"B","Break"
"ISL","Iceland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2008","2008",,,"0","Units",,,54.43378,,
"ISL","Iceland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2009","2009",,,"0","Units",,,52.65453,,
"ISL","Iceland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2010","2010",,,"0","Units",,,52.17195,,
"ISL","Iceland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2011","2011",,,"0","Units",,,52.04097,,
"ISL","Iceland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2012","2012",,,"0","Units",,,52.06968,,
"ISL","Iceland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2013","2013",,,"0","Units",,,52.21533,,
"ISL","Iceland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2014","2014",,,"0","Units",,,52.1886,,
"ISL","Iceland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2015","2015",,,"0","Units",,,52.31419,,
"ISL","Iceland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2016","2016",,,"0","Units",,,53.14346,,
"ISL","Iceland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2017","2017",,,"0","Units",,,53.54564,,
"ISL","Iceland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2018","2018",,,"0","Units",,,53.86361,,
"ISL","Iceland","YGTT09L1_ST","Employment in agriculture","A","Annual","2005","2005",,,"0","Units",,,5.475,,
"ISL","Iceland","YGTT09L1_ST","Employment in agriculture","A","Annual","2006","2006",,,"0","Units",,,6.3,,
"ISL","Iceland","YGTT09L1_ST","Employment in agriculture","A","Annual","2007","2007",,,"0","Units",,,5.95,"B","Break"
"ISL","Iceland","YGTT09L1_ST","Employment in agriculture","A","Annual","2008","2008",,,"0","Units",,,8.125,,
"ISL","Iceland","YGTT09L1_ST","Employment in agriculture","A","Annual","2009","2009",,,"0","Units",,,8,,
"ISL","Iceland","YGTT09L1_ST","Employment in agriculture","A","Annual","2010","2010",,,"0","Units",,,9.25,,
"ISL","Iceland","YGTT09L1_ST","Employment in agriculture","A","Annual","2011","2011",,,"0","Units",,,9.1,,
"ISL","Iceland","YGTT09L1_ST","Employment in agriculture","A","Annual","2012","2012",,,"0","Units",,,9.275,,
"ISL","Iceland","YGTT09L1_ST","Employment in agriculture","A","Annual","2013","2013",,,"0","Units",,,7.675,,
"ISL","Iceland","YGTT09L1_ST","Employment in agriculture","A","Annual","2014","2014",,,"0","Units",,,8.05,,
"ISL","Iceland","YGTT09L1_ST","Employment in agriculture","A","Annual","2015","2015",,,"0","Units",,,7.75,,
"ISL","Iceland","YGTT09L1_ST","Employment in agriculture","A","Annual","2016","2016",,,"0","Units",,,7.425,,
"ISL","Iceland","YGTT09L1_ST","Employment in agriculture","A","Annual","2017","2017",,,"0","Units",,,7.275,,
"ISL","Iceland","YGTT09L1_ST","Employment in agriculture","A","Annual","2018","2018",,,"0","Units",,,7.975,,
"ISL","Iceland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2005","2005",,,"0","Units",,,3.425086,,
"ISL","Iceland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2006","2006",,,"0","Units",,,3.75391,,
"ISL","Iceland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2007","2007",,,"0","Units",,,3.389831,"B","Break"
"ISL","Iceland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2008","2008",,,"0","Units",,,4.589099,,
"ISL","Iceland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2009","2009",,,"0","Units",,,4.812754,,
"ISL","Iceland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2010","2010",,,"0","Units",,,5.580694,,
"ISL","Iceland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2011","2011",,,"0","Units",,,5.482753,,
"ISL","Iceland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2012","2012",,,"0","Units",,,5.524121,,
"ISL","Iceland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2013","2013",,,"0","Units",,,4.430654,,
"ISL","Iceland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2014","2014",,,"0","Units",,,4.53202,,
"ISL","Iceland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2015","2015",,,"0","Units",,,4.219984,,
"ISL","Iceland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2016","2016",,,"0","Units",,,3.898149,,
"ISL","Iceland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2017","2017",,,"0","Units",,,3.751934,,
"ISL","Iceland","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2018","2018",,,"0","Units",,,4.021177,,
"ISL","Iceland","YGTT10L1_ST","Employment in industry","A","Annual","2005","2005",,,"0","Units",,,34.55,,
"ISL","Iceland","YGTT10L1_ST","Employment in industry","A","Annual","2006","2006",,,"0","Units",,,36.125,,
"ISL","Iceland","YGTT10L1_ST","Employment in industry","A","Annual","2007","2007",,,"0","Units",,,36.575,"B","Break"
"ISL","Iceland","YGTT10L1_ST","Employment in industry","A","Annual","2008","2008",,,"0","Units",,,37.975,"E","Estimated value"
"ISL","Iceland","YGTT10L1_ST","Employment in industry","A","Annual","2009","2009",,,"0","Units",,,31.325,"E","Estimated value"
"ISL","Iceland","YGTT10L1_ST","Employment in industry","A","Annual","2010","2010",,,"0","Units",,,29.7,"E","Estimated value"
"ISL","Iceland","YGTT10L1_ST","Employment in industry","A","Annual","2011","2011",,,"0","Units",,,30.05,"E","Estimated value"
"ISL","Iceland","YGTT10L1_ST","Employment in industry","A","Annual","2012","2012",,,"0","Units",,,29.775,"E","Estimated value"
"ISL","Iceland","YGTT10L1_ST","Employment in industry","A","Annual","2013","2013",,,"0","Units",,,31.475,"E","Estimated value"
"ISL","Iceland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2005","2005",,,"0","Units",,,21.61401,,
"ISL","Iceland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2006","2006",,,"0","Units",,,21.5254,,
"ISL","Iceland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2007","2007",,,"0","Units",,,20.83749,"B","Break"
"ISL","Iceland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2008","2008",,,"0","Units",,,21.44874,"E","Estimated value"
"ISL","Iceland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2009","2009",,,"0","Units",,,18.84494,"E","Estimated value"
"ISL","Iceland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2010","2010",,,"0","Units",,,17.91855,"E","Estimated value"
"ISL","Iceland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2011","2011",,,"0","Units",,,18.10514,"E","Estimated value"
"ISL","Iceland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2012","2012",,,"0","Units",,,17.73377,"E","Estimated value"
"ISL","Iceland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2013","2013",,,"0","Units",,,18.17001,"E","Estimated value"
"ISL","Iceland","YGTT11L1_ST","Employment in services","A","Annual","2005","2005",,,"0","Units",,,119.825,,
"ISL","Iceland","YGTT11L1_ST","Employment in services","A","Annual","2006","2006",,,"0","Units",,,125.4,,
"ISL","Iceland","YGTT11L1_ST","Employment in services","A","Annual","2007","2007",,,"0","Units",,,133,"B","Break"
"ISL","Iceland","YGTT11L1_ST","Employment in services","A","Annual","2008","2008",,,"0","Units",,,130.95,"E","Estimated value"
"ISL","Iceland","YGTT11L1_ST","Employment in services","A","Annual","2009","2009",,,"0","Units",,,126.9,"E","Estimated value"
"ISL","Iceland","YGTT11L1_ST","Employment in services","A","Annual","2010","2010",,,"0","Units",,,126.8,"E","Estimated value"
"ISL","Iceland","YGTT11L1_ST","Employment in services","A","Annual","2011","2011",,,"0","Units",,,126.825,"E","Estimated value"
"ISL","Iceland","YGTT11L1_ST","Employment in services","A","Annual","2012","2012",,,"0","Units",,,128.85,"E","Estimated value"
"ISL","Iceland","YGTT11L1_ST","Employment in services","A","Annual","2013","2013",,,"0","Units",,,134.075,"E","Estimated value"
"ISL","Iceland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2005","2005",,,"0","Units",,,74.9609,,
"ISL","Iceland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2006","2006",,,"0","Units",,,74.72069,,
"ISL","Iceland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2007","2007",,,"0","Units",,,75.77268,"B","Break"
"ISL","Iceland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2008","2008",,,"0","Units",,,73.96216,"E","Estimated value"
"ISL","Iceland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2009","2009",,,"0","Units",,,76.34231,"E","Estimated value"
"ISL","Iceland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2010","2010",,,"0","Units",,,76.50076,"E","Estimated value"
"ISL","Iceland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2011","2011",,,"0","Units",,,76.41211,"E","Estimated value"
"ISL","Iceland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2012","2012",,,"0","Units",,,76.74211,"E","Estimated value"
"ISL","Iceland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2013","2013",,,"0","Units",,,77.39934,"E","Estimated value"
"ISL","Iceland","YGTT06L1_ST","Unemployment","A","Annual","2005","2005",,,"0","Units",,,4.175,,
"ISL","Iceland","YGTT06L1_ST","Unemployment","A","Annual","2006","2006",,,"0","Units",,,4.9,,
"ISL","Iceland","YGTT06L1_ST","Unemployment","A","Annual","2007","2007",,,"0","Units",,,4.025,"B","Break"
"ISL","Iceland","YGTT06L1_ST","Unemployment","A","Annual","2008","2008",,,"0","Units",,,5.375,,
"ISL","Iceland","YGTT06L1_ST","Unemployment","A","Annual","2009","2009",,,"0","Units",,,12.95,,
"ISL","Iceland","YGTT06L1_ST","Unemployment","A","Annual","2010","2010",,,"0","Units",,,13.55,,
"ISL","Iceland","YGTT06L1_ST","Unemployment","A","Annual","2011","2011",,,"0","Units",,,12.575,,
"ISL","Iceland","YGTT06L1_ST","Unemployment","A","Annual","2012","2012",,,"0","Units",,,10.7,,
"ISL","Iceland","YGTT06L1_ST","Unemployment","A","Annual","2013","2013",,,"0","Units",,,9.85,,
"ISL","Iceland","YGTT06L1_ST","Unemployment","A","Annual","2014","2014",,,"0","Units",,,9.125,,
"ISL","Iceland","YGTT06L1_ST","Unemployment","A","Annual","2015","2015",,,"0","Units",,,7.6,,
"ISL","Iceland","YGTT06L1_ST","Unemployment","A","Annual","2016","2016",,,"0","Units",,,5.825,,
"ISL","Iceland","YGTT06L1_ST","Unemployment","A","Annual","2017","2017",,,"0","Units",,,5.475,,
"ISL","Iceland","YGTT06L1_ST","Unemployment","A","Annual","2018","2018",,,"0","Units",,,5.525,,
"ISL","Iceland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2005","2005",,,"0","Units",,,2.547312,,
"ISL","Iceland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2006","2006",,,"0","Units",,,2.825685,,
"ISL","Iceland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2007","2007",,,"0","Units",,,2.235352,"B","Break"
"ISL","Iceland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2008","2008",,,"0","Units",,,2.944448,,
"ISL","Iceland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2009","2009",,,"0","Units",,,7.218621,,
"ISL","Iceland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2010","2010",,,"0","Units",,,7.548411,,
"ISL","Iceland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2011","2011",,,"0","Units",,,7.033196,,
"ISL","Iceland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2012","2012",,,"0","Units",,,5.983469,,
"ISL","Iceland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2013","2013",,,"0","Units",,,5.381035,,
"ISL","Iceland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2014","2014",,,"0","Units",,,4.890404,,
"ISL","Iceland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2015","2015",,,"0","Units",,,3.966664,,
"ISL","Iceland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2016","2016",,,"0","Units",,,2.968629,,
"ISL","Iceland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2017","2017",,,"0","Units",,,2.743788,,
"ISL","Iceland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2018","2018",,,"0","Units",,,2.711352,,
"IRL","Ireland","YGTT07L1_ST","Labour force","A","Annual","2005","2005",,,"0","Units",,,2040.6,,
"IRL","Ireland","YGTT07L1_ST","Labour force","A","Annual","2006","2006",,,"0","Units",,,2138.125,"B","Break"
"IRL","Ireland","YGTT07L1_ST","Labour force","A","Annual","2007","2007",,,"0","Units",,,2337.8,,
"IRL","Ireland","YGTT07L1_ST","Labour force","A","Annual","2008","2008",,,"0","Units",,,2358.8,,
"IRL","Ireland","YGTT07L1_ST","Labour force","A","Annual","2009","2009",,,"0","Units",,,2305.925,,
"IRL","Ireland","YGTT07L1_ST","Labour force","A","Annual","2010","2010",,,"0","Units",,,2253,,
"IRL","Ireland","YGTT07L1_ST","Labour force","A","Annual","2011","2011",,,"0","Units",,,2230.975,,
"IRL","Ireland","YGTT07L1_ST","Labour force","A","Annual","2012","2012",,,"0","Units",,,2224.1,,
"IRL","Ireland","YGTT07L1_ST","Labour force","A","Annual","2013","2013",,,"0","Units",,,2246.325,,
"IRL","Ireland","YGTT07L1_ST","Labour force","A","Annual","2014","2014",,,"0","Units",,,2256.325,,
"IRL","Ireland","YGTT07L1_ST","Labour force","A","Annual","2015","2015",,,"0","Units",,,2283.575,,
"IRL","Ireland","YGTT07L1_ST","Labour force","A","Annual","2016","2016",,,"0","Units",,,2327.125,,
"IRL","Ireland","YGTT07L1_ST","Labour force","A","Annual","2017","2017",,,"0","Units",,,2352,"B","Break"
"IRL","Ireland","YGTT07L1_ST","Labour force","A","Annual","2018","2018",,,"0","Units",,,2395.025,,
"IRL","Ireland","YGFE07L1_ST","Labour force females","A","Annual","2005","2005",,,"0","Units",,,862.775,,
"IRL","Ireland","YGFE07L1_ST","Labour force females","A","Annual","2006","2006",,,"0","Units",,,902.9,"B","Break"
"IRL","Ireland","YGFE07L1_ST","Labour force females","A","Annual","2007","2007",,,"0","Units",,,1005.625,,
"IRL","Ireland","YGFE07L1_ST","Labour force females","A","Annual","2008","2008",,,"0","Units",,,1025.675,,
"IRL","Ireland","YGFE07L1_ST","Labour force females","A","Annual","2009","2009",,,"0","Units",,,1021.7,,
"IRL","Ireland","YGFE07L1_ST","Labour force females","A","Annual","2010","2010",,,"0","Units",,,1009.125,,
"IRL","Ireland","YGFE07L1_ST","Labour force females","A","Annual","2011","2011",,,"0","Units",,,1005.525,,
"IRL","Ireland","YGFE07L1_ST","Labour force females","A","Annual","2012","2012",,,"0","Units",,,1005.975,,
"IRL","Ireland","YGFE07L1_ST","Labour force females","A","Annual","2013","2013",,,"0","Units",,,1019.875,,
"IRL","Ireland","YGFE07L1_ST","Labour force females","A","Annual","2014","2014",,,"0","Units",,,1022.6,,
"IRL","Ireland","YGFE07L1_ST","Labour force females","A","Annual","2015","2015",,,"0","Units",,,1033.05,,
"IRL","Ireland","YGFE07L1_ST","Labour force females","A","Annual","2016","2016",,,"0","Units",,,1059.6,,
"IRL","Ireland","YGFE07L1_ST","Labour force females","A","Annual","2017","2017",,,"0","Units",,,1075.325,"B","Break"
"IRL","Ireland","YGFE07L1_ST","Labour force females","A","Annual","2018","2018",,,"0","Units",,,1098.775,,
"IRL","Ireland","YGMA07L1_ST","Labour force males","A","Annual","2005","2005",,,"0","Units",,,1177.8,,
"IRL","Ireland","YGMA07L1_ST","Labour force males","A","Annual","2006","2006",,,"0","Units",,,1235.25,"B","Break"
"IRL","Ireland","YGMA07L1_ST","Labour force males","A","Annual","2007","2007",,,"0","Units",,,1332.175,,
"IRL","Ireland","YGMA07L1_ST","Labour force males","A","Annual","2008","2008",,,"0","Units",,,1333.15,,
"IRL","Ireland","YGMA07L1_ST","Labour force males","A","Annual","2009","2009",,,"0","Units",,,1284.2,,
"IRL","Ireland","YGMA07L1_ST","Labour force males","A","Annual","2010","2010",,,"0","Units",,,1243.85,,
"IRL","Ireland","YGMA07L1_ST","Labour force males","A","Annual","2011","2011",,,"0","Units",,,1225.45,,
