"LOCATION","Country","FAMILY","Family type","HBTOPUPS","Include housing benefits","TYPE","Type of indicator","TIME","Year","Value","Flag Codes","Flags"
"USA","United States","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",6,,
"USA","United States","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",6,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2008","2008",767,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2009","2009",846,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2010","2010",854,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2011","2011",854,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2012","2012",854,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2013","2013",898,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2014","2014",930,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2015","2015",930,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2016","2016",930,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2017","2017",932,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2018","2018",1022,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2019","2019",1031,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",11,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",12,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",13,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",13,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",13,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",12,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",12,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",13,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",12,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",12,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",12,,
"BGR","Bulgaria","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",12,,
"CHL","Chile","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2011","2011",168495,,
"CHL","Chile","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2012","2012",253984,,
"CHL","Chile","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2013","2013",172800,,
"CHL","Chile","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2014","2014",178008,,
"CHL","Chile","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2015","2015",186192,,
"CHL","Chile","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2016","2016",186192,,
"CHL","Chile","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",6,,
"CHL","Chile","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",8,,
"CHL","Chile","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",5,,
"CHL","Chile","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",5,,
"CHL","Chile","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",4,,
"CHL","Chile","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",4,,
"HRV","Croatia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2013","2013",10800,,
"HRV","Croatia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2014","2014",14400,,
"HRV","Croatia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2015","2015",14400,,
"HRV","Croatia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2016","2016",14400,,
"HRV","Croatia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2017","2017",14400,,
"HRV","Croatia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2018","2018",14400,,
"HRV","Croatia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2019","2019",14400,,
"HRV","Croatia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",23,,
"HRV","Croatia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",29,,
"HRV","Croatia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",28,,
"HRV","Croatia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",26,,
"HRV","Croatia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",24,,
"HRV","Croatia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",24,,
"HRV","Croatia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",23,,
"CYP","Cyprus","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2005","2005",3912,,
"CYP","Cyprus","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2006","2006",4140,,
"CYP","Cyprus","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2007","2007",4308,,
"CYP","Cyprus","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2014","2014",7608,,
"CYP","Cyprus","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2017","2017",7608,,
"CYP","Cyprus","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2018","2018",7608,,
"CYP","Cyprus","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2019","2019",7608,,
"CYP","Cyprus","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",40,,
"CYP","Cyprus","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",39,,
"CYP","Cyprus","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",39,,
"CYP","Cyprus","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",48,,
"CYP","Cyprus","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",44,,
"CYP","Cyprus","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",43,,
"CYP","Cyprus","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",43,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2005","2005",18960,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2006","2006",17544,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2007","2007",20496,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2008","2008",22824,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2009","2009",25512,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2010","2010",28860,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2011","2011",1932,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2012","2012",2036,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2013","2013",2176,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2014","2014",2379,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2015","2015",2408,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2016","2016",3024,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2017","2017",3072,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2018","2018",3300,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2019","2019",3466,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",30,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",22,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",21,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",21,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",25,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",29,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",29,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",28,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",26,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",26,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",25,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",28,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",26,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",27,,
"EST","Estonia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",28,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2008","2008",16589,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2009","2009",16541,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2010","2010",18000,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2011","2011",18415,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2012","2012",18888,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2013","2013",19157,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2014","2014",19519,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2015","2015",19519,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2016","2016",19519,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2017","2017",19519,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2018","2018",19582,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",28,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",27,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",27,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",27,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",26,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",24,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",24,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",23,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",23,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",22,,
"ISR","Israel","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",21,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2005","2005",596,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2006","2006",694,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2007","2007",762,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2008","2008",969,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2009","2009",1119,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2010","2010",1125,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2011","2011",1195,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2012","2012",1196,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2013","2013",1204,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2014","2014",1701,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2015","2015",1713,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2016","2016",1826,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2017","2017",1859,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2018","2018",1890,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2019","2019",1926,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",30,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",26,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",20,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",22,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",30,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",32,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",33,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",32,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",28,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",25,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",23,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",24,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",22,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",22,,
"LVA","Latvia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",22,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2005","2005",1458,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2006","2006",1782,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2007","2007",2214,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2008","2008",3078,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2009","2009",3780,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2010","2010",3780,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2011","2011",3780,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2012","2012",4200,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2013","2013",4200,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2014","2014",4200,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2015","2015",1224,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2016","2016",1224,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2017","2017",1224,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2018","2018",1464,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2019","2019",1464,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",15,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",13,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",13,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",16,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",24,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",25,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",22,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",23,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",22,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",21,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",19,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",18,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",16,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",19,,
"LTU","Lithuania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",18,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2005","2005",2304,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2006","2006",2390,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2007","2007",2466,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2008","2008",5782,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2009","2009",5972,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2010","2010",6207,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2011","2011",6275,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2012","2012",6492,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2013","2013",6633,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2014","2014",6755,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2015","2015",6775,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2016","2016",6836,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2017","2017",7697,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2018","2018",7758,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2019","2019",9838,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",48,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",48,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",49,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",47,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",49,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",50,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",48,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",47,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",46,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",44,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",44,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",42,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",55,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",55,,
"MLT","Malta","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",69,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2008","2008",1200,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2009","2009",1500,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2010","2010",1500,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2011","2011",1500,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2012","2012",1500,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2013","2013",1632,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2014","2014",1704,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2015","2015",1704,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2016","2016",1704,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2017","2017",1704,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2018","2018",1704,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2019","2019",1704,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",13,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",15,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",15,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",15,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",15,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",15,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",15,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",14,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",12,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",10,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",9,,
"ROU","Romania","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",9,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2005","2005",738617,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2006","2006",769992,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2007","2007",3283,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2008","2008",3476,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2009","2009",3538,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2010","2010",3570,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2011","2011",3583,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2012","2012",3936,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2013","2013",3956,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2014","2014",3999,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2015","2015",4046,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2016","2016",4282,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2017","2017",4327,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2018","2018",4386,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","1","GMI amount, in national currency","2019","2019",5529,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",28,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",27,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",26,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",25,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",26,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",26,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",26,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",29,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",29,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",29,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",29,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",30,,
"SVN","Slovenia","SINGLE","Single person without children","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",29,,
