"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CPALTT01","Consumer prices: all items","FIN","Finland","GP","Growth previous period","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,-0.116697461830214,,
"CPALTT01","Consumer prices: all items","FIN","Finland","GP","Growth previous period","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,-0.38944601304642,,
"CPALTT01","Consumer prices: all items","FIN","Finland","GP","Growth previous period","M","Monthly","2019-02","Feb-2019","PC","Percentage","0","Units",,,0.478936565340622,,
"CPALTT01","Consumer prices: all items","FIN","Finland","GP","Growth previous period","M","Monthly","2019-03","Mar-2019","PC","Percentage","0","Units",,,0.0680933852140219,,
"CPALTT01","Consumer prices: all items","FIN","Finland","GP","Growth previous period","M","Monthly","2019-04","Apr-2019","PC","Percentage","0","Units",,,0.58326042578009,,
"CPALTT01","Consumer prices: all items","FIN","Finland","GP","Growth previous period","M","Monthly","2019-05","May-2019","PC","Percentage","0","Units",,,-0.17396346767177,,
"CPALTT01","Consumer prices: all items","FIN","Finland","GP","Growth previous period","M","Monthly","2019-06","Jun-2019","PC","Percentage","0","Units",,,0.067770355310284,,
"CPALTT01","Consumer prices: all items","FIN","Finland","GP","Growth previous period","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,-0.270897832817351,,
"CPALTT01","Consumer prices: all items","FIN","Finland","GP","Growth previous period","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,0.407450523864958,,
"CPALTT01","Consumer prices: all items","FIN","Finland","GP","Growth previous period","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,0.0386473429951863,,
"CPALTT01","Consumer prices: all items","FIN","Finland","GP","Growth previous period","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,0.0772648251883245,,
"CPALTT01","Consumer prices: all items","FIN","Finland","GP","Growth previous period","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,-0.0965064659332283,,
"CPALTT01","Consumer prices: all items","FIN","Finland","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,0.125579598145294,,
"CPALTT01","Consumer prices: all items","FIN","Finland","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,-0.318379160636766,,
"CPALTT01","Consumer prices: all items","FIN","Finland","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,0.338753387533881,,
"CPALTT01","Consumer prices: all items","FIN","Finland","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-0.173627857625159,,
"CPALTT01","Consumer prices: all items","FIN","Finland","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-0.338196927239331,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,-0.238450074515666,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,0.11951000896326,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,0.636625882821044,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,0.0889591776218368,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,0.04937783922575,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,0.00987069390975885,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,-0.345440189498602,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,0.515004456769325,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,-0.157651000098514,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,0.0986874568242268,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,0.098590160701973,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,0.3151777799665,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,-0.0981836033382317,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,-0.0294840294840262,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,1.01258356272119,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,0.165450121654505,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,0.427516517683634,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,0.00967492260061813,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,-0.0870658798490977,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,0.484120836560817,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2018-09","Sep-2018","PC","Percentage","0","Units",,,-0.211986895355558,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2018-10","Oct-2018","PC","Percentage","0","Units",,,0.106218617226717,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2018-11","Nov-2018","PC","Percentage","0","Units",,,-0.212211825986301,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,0.0193330111164793,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,-0.444573306272343,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2019-02","Feb-2019","PC","Percentage","0","Units",,,0.0485389767983637,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2019-03","Mar-2019","PC","Percentage","0","Units",,,0.805356103240828,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2019-04","Apr-2019","PC","Percentage","0","Units",,,0.317643661565125,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2019-05","May-2019","PC","Percentage","0","Units",,,0.105545960468229,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2019-06","Jun-2019","PC","Percentage","0","Units",,,0.239624269145995,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,-0.191241155096577,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,0.459858210385123,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,-0.343314896051883,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,-0.0382775119617183,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,0.0574382538770758,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,0.440107156525082,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,-0.419127452848158,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,-0.00956571647216271,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,0.0573997895340987,,
"CPALTT01","Consumer prices: all items","FRA","France","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-0.0286834305382892,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,-0.592885375494072,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,0.596421471172963,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,0.197628458498024,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,0.394477317554241,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,0,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,0.294695481335942,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,0.391772771792361,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,0.097560975609767,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,0.097465886939582,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,-0.194741966893887,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,-0.390243902439025,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,0.489715964740462,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,-0.584795321637427,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,0.294117647058813,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,0.586510263929641,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,0.194363459669561,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,0.775945683802156,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,0.0962463907603359,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,0.384615384615385,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,0.0957854406130163,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2018-09","Sep-2018","PC","Percentage","0","Units",,,0.191387559808634,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2018-10","Oct-2018","PC","Percentage","0","Units",,,0.191021967526266,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2018-11","Nov-2018","PC","Percentage","0","Units",,,-0.667302192564358,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,0,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,-0.767754318618043,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2019-02","Feb-2019","PC","Percentage","0","Units",,,0.386847195357834,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2019-03","Mar-2019","PC","Percentage","0","Units",,,0.385356454720617,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2019-04","Apr-2019","PC","Percentage","0","Units",,,0.959692898272554,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2019-05","May-2019","PC","Percentage","0","Units",,,0.190114068441065,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2019-06","Jun-2019","PC","Percentage","0","Units",,,0.284629981024658,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,0.473036896877967,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,-0.188323917137477,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,0,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,0.094339622641499,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,-0.754005655042414,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,0.474833808167152,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,-0.56710775047259,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,0.38022813688213,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,0.0946969696969593,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,0.378429517502366,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,-0.829544376628344,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,-0.285262825816027,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,1.79197189716691,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,0.639016106480103,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,-0.887746896614718,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,0.621354372082694,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,-1.66529361732703,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,-0.446576501181573,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,1.89073120659181,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,0.100998927179907,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,-0.740595346702089,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,0.525534918526877,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,-1.64486130826869,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,-0.0507212759285959,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,1.49363464899645,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,0.912382150022312,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,-0.324475104504255,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,0.987264666293342,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,-1.78183065679787,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,-0.330005833454767,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2018-09","Sep-2018","PC","Percentage","0","Units",,,2.01221732059338,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2018-10","Oct-2018","PC","Percentage","0","Units",,,0.77256194811594,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2018-11","Nov-2018","PC","Percentage","0","Units",,,-1.50320397455423,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,0.103905269148287,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,-1.76636651288856,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2019-02","Feb-2019","PC","Percentage","0","Units",,,0.129693589883004,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2019-03","Mar-2019","PC","Percentage","0","Units",,,1.81921242752392,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2019-04","Apr-2019","PC","Percentage","0","Units",,,0.989648420921026,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2019-05","May-2019","PC","Percentage","0","Units",,,-1.10695647576404,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2019-06","Jun-2019","PC","Percentage","0","Units",,,0.478283159103879,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,-1.46225031597668,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,-0.546144307714258,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,2.11024321492974,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,0.129760636034601,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,-0.575997505222224,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,0.660511404706731,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,-1.68538888454557,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,-0.499545685978427,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,1.5824172876485,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-0.456217870179815,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,0.400000000000006,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,0.400000000000006,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,0,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,0.400000000000006,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,0.200000000000003,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,0,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,0,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,0.0999999999999943,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,0.0999999999999943,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,0.299999999999997,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,0.400000000000006,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,0,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,0.299999999999997,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,0.200000000000003,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,0.0999999999999943,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,0.700000000000003,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,0.599999999999994,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,0.299999999999997,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,0.299999999999997,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,0.0999999999999943,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2018-09","Sep-2018","PC","Percentage","0","Units",,,0.299999999999997,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2018-10","Oct-2018","PC","Percentage","0","Units",,,0.5,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2018-11","Nov-2018","PC","Percentage","0","Units",,,-0.3,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,-0.3,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,0.3,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2019-02","Feb-2019","PC","Percentage","0","Units",,,0.6,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2019-03","Mar-2019","PC","Percentage","0","Units",,,0.7,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2019-04","Apr-2019","PC","Percentage","0","Units",,,0.9,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2019-05","May-2019","PC","Percentage","0","Units",,,0.7,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2019-06","Jun-2019","PC","Percentage","0","Units",,,-0.2,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,0.2,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,-0.1,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,0.1,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,0.6,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,0.1,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,0.3,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,0.9,,
