# CSV-File created with merge-csv.com
# -----------------------------------------------------------

﻿ref_area.label,indicator.label,source.label,time,cbc_value
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2014,6.9253
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2014,7.1281
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2014,14.2311
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2014,5.678
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2014,6.7325
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2014,6.9799
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2014,15.57
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2014,5.2961
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2014,7.1409
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2014,7.2915
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2014,12.8583
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2014,6.1117
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2015,6.2779
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2015,6.4513
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2015,12.1747
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2015,5.268
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2015,6.0566
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2015,6.2738
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2015,13.1731
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2015,4.9041
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2015,6.529
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2015,6.6483
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2015,11.1494
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2015,5.688
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2016,5.9886
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2016,6.1523
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2016,12.1753
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2016,4.9168
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2016,5.6392
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2016,5.8328
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2016,13.5249
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2016,4.3645
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2016,6.3792
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2016,6.5026
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2016,10.8399
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2016,5.5473
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2017,5.8331
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2017,5.9885
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2017,12.4087
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2017,4.684
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2017,5.6356
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2017,5.821
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2017,12.9087
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2017,4.4327
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2017,6.0541
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2017,6.1721
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2017,11.9012
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2017,4.9699
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2018,5.1312
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2018,5.2652
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2018,10.5441
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2018,4.2066
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2018,4.9403
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2018,5.12
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2018,11.815
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2018,3.8268
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2018,5.3459
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2018,5.4248
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2018,9.2436
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2018,4.6408
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15+",2019,5.0177
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-64",2019,5.1341
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2019,10.0577
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2019,4.1601
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",2019,4.7952
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",2019,4.9373
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2019,10.3756
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2019,3.8967
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",2019,5.2686
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",2019,5.3506
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2019,9.7326
Denmark,SDG indicator 8.5.2 - Unemployment rate (%),DNK - LFS - EU Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2019,4.4623
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,"Age (Youth, adults): 15+",2015,7.6054
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,"Age (Youth, adults): 15-64",2015,7.9468
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,"Age (Youth, adults): 15-24",2015,16.5195
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,"Age (Youth, adults): 25+",2015,5.5889
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,"Age (Youth, adults): 15+",2015,5.4464
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,"Age (Youth, adults): 15-64",2015,5.7201
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,"Age (Youth, adults): 15-24",2015,12.1334
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,"Age (Youth, adults): 25+",2015,3.794
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,"Age (Youth, adults): 15+",2015,10.8361
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,"Age (Youth, adults): 15-64",2015,11.1988
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,"Age (Youth, adults): 15-24",2015,24.4477
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,"Age (Youth, adults): 25+",2015,8.1652
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,"Age (Youth, adults): 15+",2016,7.2835
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,"Age (Youth, adults): 15-64",2016,7.6059
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,"Age (Youth, adults): 15-24",2016,16.7487
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,"Age (Youth, adults): 25+",2016,5.1088
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,"Age (Youth, adults): 15+",2016,4.9905
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,"Age (Youth, adults): 15-64",2016,5.2114
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,"Age (Youth, adults): 15-24",2016,11.6368
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,"Age (Youth, adults): 25+",2016,3.3208
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,"Age (Youth, adults): 15+",2016,10.6541
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,"Age (Youth, adults): 15-64",2016,11.0617
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,"Age (Youth, adults): 15-24",2016,25.8176
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,"Age (Youth, adults): 25+",2016,7.6284
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,"Age (Youth, adults): 15+",2017,5.8317
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,"Age (Youth, adults): 15-64",2017,6.1171
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,"Age (Youth, adults): 15-24",2017,13.4907
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,"Age (Youth, adults): 25+",2017,4.1775
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,"Age (Youth, adults): 15+",2017,4.2942
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,"Age (Youth, adults): 15-64",2017,4.5185
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,"Age (Youth, adults): 15-24",2017,9.8996
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,"Age (Youth, adults): 25+",2017,2.9802
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,"Age (Youth, adults): 15+",2017,8.074
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,"Age (Youth, adults): 15-64",2017,8.4006
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,"Age (Youth, adults): 15-24",2017,19.7179
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,"Age (Youth, adults): 25+",2017,5.8609
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,"Age (Youth, adults): 15+",2018,5.8613
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,"Age (Youth, adults): 15-64",2018,6.1567
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,"Age (Youth, adults): 15-24",2018,14.9821
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,"Age (Youth, adults): 25+",2018,3.9585
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,"Age (Youth, adults): 15+",2018,3.6742
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,"Age (Youth, adults): 15-64",2018,3.8897
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,"Age (Youth, adults): 15-24",2018,10.2857
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,"Age (Youth, adults): 25+",2018,2.1774
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,"Age (Youth, adults): 15+",2018,9.0277
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,"Age (Youth, adults): 15-64",2018,9.3414
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,"Age (Youth, adults): 15-24",2018,23.067
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,"Age (Youth, adults): 25+",2018,6.4475
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,"Age (Youth, adults): 15+",2019,6.356
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,"Age (Youth, adults): 15-64",2019,6.7447
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,"Age (Youth, adults): 15-24",2019,15.9947
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,"Age (Youth, adults): 25+",2019,4.3998
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,"Age (Youth, adults): 15+",2019,4.0726
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,"Age (Youth, adults): 15-64",2019,4.353
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,"Age (Youth, adults): 15-24",2019,11.8199
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Male,"Age (Youth, adults): 25+",2019,2.3716
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,"Age (Youth, adults): 15+",2019,9.5108
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,"Age (Youth, adults): 15-64",2019,9.9893
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,"Age (Youth, adults): 15-24",2019,22.7792
Dominican Republic,SDG indicator 8.5.2 - Unemployment rate (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Female,"Age (Youth, adults): 25+",2019,7.1129
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 15+",2000,29.77
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Male,"Age (Youth, adults): 15+",2000,29.78
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Female,"Age (Youth, adults): 15+",2000,29.72
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 15+",2001,27.3
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 15-24",2001,47.76
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 25+",2001,19.96
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 15+",2002,25.9
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 15+",2003,23.72
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Male,"Age (Youth, adults): 15+",2003,23.43
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Female,"Age (Youth, adults): 15+",2003,25.44
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 15+",2004,17.65
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Male,"Age (Youth, adults): 15+",2004,17.54
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Female,"Age (Youth, adults): 15+",2004,18.19
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 15+",2005,15.27
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 15-24",2005,31.08
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 25+",2005,10.47
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 15+",2006,12.27
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 15-24",2006,24.3
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 25+",2006,8.92
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 15+",2007,13.79
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 15-24",2007,27.41
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 25+",2007,9.98
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 15+",2008,11.33
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 15-24",2008,23.81
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 25+",2008,7.92
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 15+",2009,10.16
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 15-64",2009,10.26
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 15-24",2009,21.26
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Total,"Age (Youth, adults): 25+",2009,7.24
Algeria,SDG indicator 8.5.2 - Unemployment rate (%),DZA - LFS - Enquête Emploi auprès des Ménages,Sex: Male,"Age (Youth, adults): 15+",2009,8.57
